lsoa_code,traj,traj_titles
E01000681,A,"N = 23,924 (72%)"
E01000682,A,"N = 23,924 (72%)"
E01000683,A,"N = 23,924 (72%)"
E01000684,A,"N = 23,924 (72%)"
E01000685,A,"N = 23,924 (72%)"
E01000686,A,"N = 23,924 (72%)"
E01000687,A,"N = 23,924 (72%)"
E01000688,A,"N = 23,924 (72%)"
E01000689,A,"N = 23,924 (72%)"
E01000690,A,"N = 23,924 (72%)"
E01000691,A,"N = 23,924 (72%)"
E01000692,A,"N = 23,924 (72%)"
E01000693,A,"N = 23,924 (72%)"
E01000694,A,"N = 23,924 (72%)"
E01000695,A,"N = 23,924 (72%)"
E01000696,A,"N = 23,924 (72%)"
E01000697,A,"N = 23,924 (72%)"
E01000698,A,"N = 23,924 (72%)"
E01000699,A,"N = 23,924 (72%)"
E01000700,A,"N = 23,924 (72%)"
E01000701,A,"N = 23,924 (72%)"
E01000702,A,"N = 23,924 (72%)"
E01000703,A,"N = 23,924 (72%)"
E01000704,A,"N = 23,924 (72%)"
E01000705,A,"N = 23,924 (72%)"
E01000706,A,"N = 23,924 (72%)"
E01000707,A,"N = 23,924 (72%)"
E01000708,A,"N = 23,924 (72%)"
E01000709,A,"N = 23,924 (72%)"
E01000710,A,"N = 23,924 (72%)"
E01000711,A,"N = 23,924 (72%)"
E01000712,A,"N = 23,924 (72%)"
E01000713,A,"N = 23,924 (72%)"
E01000714,B,"N = 8,124 (26%)"
E01000715,A,"N = 23,924 (72%)"
E01000716,A,"N = 23,924 (72%)"
E01000717,A,"N = 23,924 (72%)"
E01000718,A,"N = 23,924 (72%)"
E01000719,B,"N = 8,124 (26%)"
E01000720,B,"N = 8,124 (26%)"
E01000721,B,"N = 8,124 (26%)"
E01000722,B,"N = 8,124 (26%)"
E01000723,A,"N = 23,924 (72%)"
E01000724,B,"N = 8,124 (26%)"
E01000725,B,"N = 8,124 (26%)"
E01000726,A,"N = 23,924 (72%)"
E01000727,B,"N = 8,124 (26%)"
E01000728,B,"N = 8,124 (26%)"
E01000729,B,"N = 8,124 (26%)"
E01000730,B,"N = 8,124 (26%)"
E01000731,A,"N = 23,924 (72%)"
E01000732,A,"N = 23,924 (72%)"
E01000733,A,"N = 23,924 (72%)"
E01000734,A,"N = 23,924 (72%)"
E01000735,A,"N = 23,924 (72%)"
E01000736,A,"N = 23,924 (72%)"
E01000737,A,"N = 23,924 (72%)"
E01000738,A,"N = 23,924 (72%)"
E01000739,B,"N = 8,124 (26%)"
E01000740,B,"N = 8,124 (26%)"
E01000741,A,"N = 23,924 (72%)"
E01000742,A,"N = 23,924 (72%)"
E01000743,B,"N = 8,124 (26%)"
E01000744,A,"N = 23,924 (72%)"
E01000745,A,"N = 23,924 (72%)"
E01000746,A,"N = 23,924 (72%)"
E01000747,A,"N = 23,924 (72%)"
E01000748,A,"N = 23,924 (72%)"
E01000749,A,"N = 23,924 (72%)"
E01000750,A,"N = 23,924 (72%)"
E01000751,B,"N = 8,124 (26%)"
E01000752,A,"N = 23,924 (72%)"
E01000753,A,"N = 23,924 (72%)"
E01000754,A,"N = 23,924 (72%)"
E01000755,A,"N = 23,924 (72%)"
E01000756,B,"N = 8,124 (26%)"
E01000757,A,"N = 23,924 (72%)"
E01000758,A,"N = 23,924 (72%)"
E01000759,A,"N = 23,924 (72%)"
E01000760,A,"N = 23,924 (72%)"
E01000761,A,"N = 23,924 (72%)"
E01000762,A,"N = 23,924 (72%)"
E01000763,A,"N = 23,924 (72%)"
E01000764,A,"N = 23,924 (72%)"
E01000765,A,"N = 23,924 (72%)"
E01000766,A,"N = 23,924 (72%)"
E01000767,A,"N = 23,924 (72%)"
E01000768,A,"N = 23,924 (72%)"
E01000769,B,"N = 8,124 (26%)"
E01000770,A,"N = 23,924 (72%)"
E01000771,A,"N = 23,924 (72%)"
E01000772,A,"N = 23,924 (72%)"
E01000773,A,"N = 23,924 (72%)"
E01000774,A,"N = 23,924 (72%)"
E01000775,A,"N = 23,924 (72%)"
E01000777,A,"N = 23,924 (72%)"
E01000778,A,"N = 23,924 (72%)"
E01000779,B,"N = 8,124 (26%)"
E01000780,B,"N = 8,124 (26%)"
E01000781,A,"N = 23,924 (72%)"
E01000782,B,"N = 8,124 (26%)"
E01000783,A,"N = 23,924 (72%)"
E01000784,A,"N = 23,924 (72%)"
E01000785,A,"N = 23,924 (72%)"
E01000786,A,"N = 23,924 (72%)"
E01000787,A,"N = 23,924 (72%)"
E01000788,A,"N = 23,924 (72%)"
E01000789,B,"N = 8,124 (26%)"
E01000790,C,"N = 5,664 (3%)"
E01000791,A,"N = 23,924 (72%)"
E01000792,A,"N = 23,924 (72%)"
E01000793,A,"N = 23,924 (72%)"
E01000794,A,"N = 23,924 (72%)"
E01000795,A,"N = 23,924 (72%)"
E01000796,A,"N = 23,924 (72%)"
E01000797,A,"N = 23,924 (72%)"
E01000798,B,"N = 8,124 (26%)"
E01000799,B,"N = 8,124 (26%)"
E01000800,B,"N = 8,124 (26%)"
E01000801,A,"N = 23,924 (72%)"
E01000802,A,"N = 23,924 (72%)"
E01000803,A,"N = 23,924 (72%)"
E01000804,A,"N = 23,924 (72%)"
E01000805,A,"N = 23,924 (72%)"
E01000806,B,"N = 8,124 (26%)"
E01000807,A,"N = 23,924 (72%)"
E01000808,A,"N = 23,924 (72%)"
E01000809,A,"N = 23,924 (72%)"
E01000810,A,"N = 23,924 (72%)"
E01000811,A,"N = 23,924 (72%)"
E01000812,A,"N = 23,924 (72%)"
E01000813,A,"N = 23,924 (72%)"
E01000814,A,"N = 23,924 (72%)"
E01000815,A,"N = 23,924 (72%)"
E01000816,A,"N = 23,924 (72%)"
E01000818,A,"N = 23,924 (72%)"
E01000819,A,"N = 23,924 (72%)"
E01000820,B,"N = 8,124 (26%)"
E01000822,A,"N = 23,924 (72%)"
E01000823,A,"N = 23,924 (72%)"
E01000824,B,"N = 8,124 (26%)"
E01000825,A,"N = 23,924 (72%)"
E01000826,A,"N = 23,924 (72%)"
E01000827,A,"N = 23,924 (72%)"
E01000828,A,"N = 23,924 (72%)"
E01000829,A,"N = 23,924 (72%)"
E01000830,A,"N = 23,924 (72%)"
E01000831,A,"N = 23,924 (72%)"
E01000832,A,"N = 23,924 (72%)"
E01000833,A,"N = 23,924 (72%)"
E01000834,A,"N = 23,924 (72%)"
E01000835,B,"N = 8,124 (26%)"
E01000836,A,"N = 23,924 (72%)"
E01000837,A,"N = 23,924 (72%)"
E01000838,A,"N = 23,924 (72%)"
E01000839,A,"N = 23,924 (72%)"
E01000840,A,"N = 23,924 (72%)"
E01000841,A,"N = 23,924 (72%)"
E01000842,A,"N = 23,924 (72%)"
E01000843,A,"N = 23,924 (72%)"
E01000844,A,"N = 23,924 (72%)"
E01000845,B,"N = 8,124 (26%)"
E01000846,A,"N = 23,924 (72%)"
E01000847,A,"N = 23,924 (72%)"
E01000848,A,"N = 23,924 (72%)"
E01000849,A,"N = 23,924 (72%)"
E01000850,C,"N = 5,664 (3%)"
E01000851,B,"N = 8,124 (26%)"
E01000852,B,"N = 8,124 (26%)"
E01000853,B,"N = 8,124 (26%)"
E01000854,C,"N = 5,664 (3%)"
E01000855,C,"N = 5,664 (3%)"
E01000856,B,"N = 8,124 (26%)"
E01000857,A,"N = 23,924 (72%)"
E01000858,B,"N = 8,124 (26%)"
E01000859,B,"N = 8,124 (26%)"
E01000860,A,"N = 23,924 (72%)"
E01000861,B,"N = 8,124 (26%)"
E01000862,B,"N = 8,124 (26%)"
E01000863,C,"N = 5,664 (3%)"
E01000864,A,"N = 23,924 (72%)"
E01000865,B,"N = 8,124 (26%)"
E01000866,A,"N = 23,924 (72%)"
E01000867,B,"N = 8,124 (26%)"
E01000868,A,"N = 23,924 (72%)"
E01000869,B,"N = 8,124 (26%)"
E01000870,A,"N = 23,924 (72%)"
E01000871,A,"N = 23,924 (72%)"
E01000872,B,"N = 8,124 (26%)"
E01000873,A,"N = 23,924 (72%)"
E01000874,A,"N = 23,924 (72%)"
E01000875,A,"N = 23,924 (72%)"
E01000876,A,"N = 23,924 (72%)"
E01000877,A,"N = 23,924 (72%)"
E01000878,A,"N = 23,924 (72%)"
E01000879,A,"N = 23,924 (72%)"
E01000880,A,"N = 23,924 (72%)"
E01000881,A,"N = 23,924 (72%)"
E01000882,A,"N = 23,924 (72%)"
E01000883,B,"N = 8,124 (26%)"
E01000884,A,"N = 23,924 (72%)"
E01000885,A,"N = 23,924 (72%)"
E01000886,B,"N = 8,124 (26%)"
E01000887,B,"N = 8,124 (26%)"
E01000888,B,"N = 8,124 (26%)"
E01000889,A,"N = 23,924 (72%)"
E01000890,A,"N = 23,924 (72%)"
E01000891,A,"N = 23,924 (72%)"
E01000892,B,"N = 8,124 (26%)"
E01000893,A,"N = 23,924 (72%)"
E01000894,A,"N = 23,924 (72%)"
E01000895,A,"N = 23,924 (72%)"
E01000896,A,"N = 23,924 (72%)"
E01000897,A,"N = 23,924 (72%)"
E01000898,B,"N = 8,124 (26%)"
E01000899,B,"N = 8,124 (26%)"
E01000900,A,"N = 23,924 (72%)"
E01000901,B,"N = 8,124 (26%)"
E01000902,A,"N = 23,924 (72%)"
E01000903,A,"N = 23,924 (72%)"
E01000904,B,"N = 8,124 (26%)"
E01000905,B,"N = 8,124 (26%)"
E01000906,A,"N = 23,924 (72%)"
E01000907,B,"N = 8,124 (26%)"
E01000908,A,"N = 23,924 (72%)"
E01000909,A,"N = 23,924 (72%)"
E01000910,A,"N = 23,924 (72%)"
E01000911,A,"N = 23,924 (72%)"
E01000912,B,"N = 8,124 (26%)"
E01000913,B,"N = 8,124 (26%)"
E01000914,D,N = 83 (0.25%)
E01000915,B,"N = 8,124 (26%)"
E01000916,B,"N = 8,124 (26%)"
E01000917,A,"N = 23,924 (72%)"
E01000918,C,"N = 5,664 (3%)"
E01000919,C,"N = 5,664 (3%)"
E01000920,B,"N = 8,124 (26%)"
E01000921,B,"N = 8,124 (26%)"
E01000922,B,"N = 8,124 (26%)"
E01000923,A,"N = 23,924 (72%)"
E01000924,A,"N = 23,924 (72%)"
E01000925,A,"N = 23,924 (72%)"
E01000926,B,"N = 8,124 (26%)"
E01000927,B,"N = 8,124 (26%)"
E01000928,B,"N = 8,124 (26%)"
E01000929,A,"N = 23,924 (72%)"
E01000930,B,"N = 8,124 (26%)"
E01000931,B,"N = 8,124 (26%)"
E01000932,A,"N = 23,924 (72%)"
E01000933,B,"N = 8,124 (26%)"
E01000934,A,"N = 23,924 (72%)"
E01000935,B,"N = 8,124 (26%)"
E01000936,B,"N = 8,124 (26%)"
E01000937,A,"N = 23,924 (72%)"
E01000938,B,"N = 8,124 (26%)"
E01000939,B,"N = 8,124 (26%)"
E01000940,A,"N = 23,924 (72%)"
E01000941,A,"N = 23,924 (72%)"
E01000942,A,"N = 23,924 (72%)"
E01000943,A,"N = 23,924 (72%)"
E01000944,A,"N = 23,924 (72%)"
E01000945,C,"N = 5,664 (3%)"
E01000946,B,"N = 8,124 (26%)"
E01000947,C,"N = 5,664 (3%)"
E01000948,B,"N = 8,124 (26%)"
E01000949,A,"N = 23,924 (72%)"
E01000950,A,"N = 23,924 (72%)"
E01000951,A,"N = 23,924 (72%)"
E01000952,A,"N = 23,924 (72%)"
E01000953,C,"N = 5,664 (3%)"
E01000954,A,"N = 23,924 (72%)"
E01000955,B,"N = 8,124 (26%)"
E01000956,B,"N = 8,124 (26%)"
E01000957,B,"N = 8,124 (26%)"
E01000958,C,"N = 5,664 (3%)"
E01000959,A,"N = 23,924 (72%)"
E01000960,A,"N = 23,924 (72%)"
E01000961,A,"N = 23,924 (72%)"
E01000962,A,"N = 23,924 (72%)"
E01000963,B,"N = 8,124 (26%)"
E01000964,A,"N = 23,924 (72%)"
E01000965,A,"N = 23,924 (72%)"
E01000966,A,"N = 23,924 (72%)"
E01000967,A,"N = 23,924 (72%)"
E01000968,A,"N = 23,924 (72%)"
E01000969,A,"N = 23,924 (72%)"
E01000970,A,"N = 23,924 (72%)"
E01000971,A,"N = 23,924 (72%)"
E01000972,B,"N = 8,124 (26%)"
E01000973,B,"N = 8,124 (26%)"
E01000974,B,"N = 8,124 (26%)"
E01000975,B,"N = 8,124 (26%)"
E01000976,B,"N = 8,124 (26%)"
E01000977,A,"N = 23,924 (72%)"
E01000978,A,"N = 23,924 (72%)"
E01000979,A,"N = 23,924 (72%)"
E01000980,A,"N = 23,924 (72%)"
E01000981,A,"N = 23,924 (72%)"
E01000982,A,"N = 23,924 (72%)"
E01000983,A,"N = 23,924 (72%)"
E01000984,A,"N = 23,924 (72%)"
E01000985,A,"N = 23,924 (72%)"
E01000986,B,"N = 8,124 (26%)"
E01000987,A,"N = 23,924 (72%)"
E01000989,A,"N = 23,924 (72%)"
E01000990,A,"N = 23,924 (72%)"
E01000991,A,"N = 23,924 (72%)"
E01000992,B,"N = 8,124 (26%)"
E01000993,A,"N = 23,924 (72%)"
E01000994,B,"N = 8,124 (26%)"
E01000995,B,"N = 8,124 (26%)"
E01000996,A,"N = 23,924 (72%)"
E01000997,B,"N = 8,124 (26%)"
E01000998,B,"N = 8,124 (26%)"
E01000999,A,"N = 23,924 (72%)"
E01001000,B,"N = 8,124 (26%)"
E01001001,B,"N = 8,124 (26%)"
E01001002,A,"N = 23,924 (72%)"
E01001003,A,"N = 23,924 (72%)"
E01001004,B,"N = 8,124 (26%)"
E01001005,A,"N = 23,924 (72%)"
E01001006,B,"N = 8,124 (26%)"
E01001007,A,"N = 23,924 (72%)"
E01001008,A,"N = 23,924 (72%)"
E01001009,A,"N = 23,924 (72%)"
E01001010,B,"N = 8,124 (26%)"
E01001011,B,"N = 8,124 (26%)"
E01001012,B,"N = 8,124 (26%)"
E01001013,C,"N = 5,664 (3%)"
E01001014,C,"N = 5,664 (3%)"
E01001015,A,"N = 23,924 (72%)"
E01001016,A,"N = 23,924 (72%)"
E01001017,A,"N = 23,924 (72%)"
E01001018,A,"N = 23,924 (72%)"
E01001019,A,"N = 23,924 (72%)"
E01001020,A,"N = 23,924 (72%)"
E01001021,A,"N = 23,924 (72%)"
E01001022,A,"N = 23,924 (72%)"
E01001023,B,"N = 8,124 (26%)"
E01001024,A,"N = 23,924 (72%)"
E01001025,A,"N = 23,924 (72%)"
E01001026,A,"N = 23,924 (72%)"
E01001027,A,"N = 23,924 (72%)"
E01001028,A,"N = 23,924 (72%)"
E01001029,A,"N = 23,924 (72%)"
E01001030,A,"N = 23,924 (72%)"
E01001031,A,"N = 23,924 (72%)"
E01001032,A,"N = 23,924 (72%)"
E01001033,B,"N = 8,124 (26%)"
E01001034,A,"N = 23,924 (72%)"
E01001035,A,"N = 23,924 (72%)"
E01001036,A,"N = 23,924 (72%)"
E01001037,A,"N = 23,924 (72%)"
E01001038,A,"N = 23,924 (72%)"
E01001039,A,"N = 23,924 (72%)"
E01001040,B,"N = 8,124 (26%)"
E01001041,A,"N = 23,924 (72%)"
E01001042,B,"N = 8,124 (26%)"
E01001043,C,"N = 5,664 (3%)"
E01001044,A,"N = 23,924 (72%)"
E01001045,C,"N = 5,664 (3%)"
E01001046,A,"N = 23,924 (72%)"
E01001047,A,"N = 23,924 (72%)"
E01001048,C,"N = 5,664 (3%)"
E01001049,A,"N = 23,924 (72%)"
E01001050,A,"N = 23,924 (72%)"
E01001051,A,"N = 23,924 (72%)"
E01001052,A,"N = 23,924 (72%)"
E01001053,A,"N = 23,924 (72%)"
E01001054,A,"N = 23,924 (72%)"
E01001055,A,"N = 23,924 (72%)"
E01001056,A,"N = 23,924 (72%)"
E01001057,A,"N = 23,924 (72%)"
E01001058,A,"N = 23,924 (72%)"
E01001059,A,"N = 23,924 (72%)"
E01001060,A,"N = 23,924 (72%)"
E01001061,A,"N = 23,924 (72%)"
E01001062,A,"N = 23,924 (72%)"
E01001063,A,"N = 23,924 (72%)"
E01001064,A,"N = 23,924 (72%)"
E01001065,A,"N = 23,924 (72%)"
E01001066,A,"N = 23,924 (72%)"
E01001067,A,"N = 23,924 (72%)"
E01001068,A,"N = 23,924 (72%)"
E01001069,A,"N = 23,924 (72%)"
E01001070,A,"N = 23,924 (72%)"
E01001071,A,"N = 23,924 (72%)"
E01001072,A,"N = 23,924 (72%)"
E01001073,A,"N = 23,924 (72%)"
E01001074,A,"N = 23,924 (72%)"
E01001075,A,"N = 23,924 (72%)"
E01001076,B,"N = 8,124 (26%)"
E01001077,A,"N = 23,924 (72%)"
E01001078,B,"N = 8,124 (26%)"
E01001079,A,"N = 23,924 (72%)"
E01001080,A,"N = 23,924 (72%)"
E01001081,A,"N = 23,924 (72%)"
E01001082,A,"N = 23,924 (72%)"
E01001083,A,"N = 23,924 (72%)"
E01001084,A,"N = 23,924 (72%)"
E01001085,B,"N = 8,124 (26%)"
E01001086,A,"N = 23,924 (72%)"
E01001087,B,"N = 8,124 (26%)"
E01001088,A,"N = 23,924 (72%)"
E01001089,B,"N = 8,124 (26%)"
E01001090,A,"N = 23,924 (72%)"
E01001091,A,"N = 23,924 (72%)"
E01001092,A,"N = 23,924 (72%)"
E01001093,A,"N = 23,924 (72%)"
E01001094,A,"N = 23,924 (72%)"
E01001095,A,"N = 23,924 (72%)"
E01001096,A,"N = 23,924 (72%)"
E01001097,C,"N = 5,664 (3%)"
E01001098,A,"N = 23,924 (72%)"
E01001099,A,"N = 23,924 (72%)"
E01001100,A,"N = 23,924 (72%)"
E01001101,A,"N = 23,924 (72%)"
E01001102,A,"N = 23,924 (72%)"
E01001103,A,"N = 23,924 (72%)"
E01001104,A,"N = 23,924 (72%)"
E01001105,A,"N = 23,924 (72%)"
E01001106,A,"N = 23,924 (72%)"
E01001107,A,"N = 23,924 (72%)"
E01001108,A,"N = 23,924 (72%)"
E01001109,B,"N = 8,124 (26%)"
E01001110,B,"N = 8,124 (26%)"
E01001111,B,"N = 8,124 (26%)"
E01001112,A,"N = 23,924 (72%)"
E01001113,A,"N = 23,924 (72%)"
E01001114,B,"N = 8,124 (26%)"
E01001115,B,"N = 8,124 (26%)"
E01001116,B,"N = 8,124 (26%)"
E01001117,C,"N = 5,664 (3%)"
E01001118,B,"N = 8,124 (26%)"
E01001119,A,"N = 23,924 (72%)"
E01001120,A,"N = 23,924 (72%)"
E01001121,A,"N = 23,924 (72%)"
E01001122,A,"N = 23,924 (72%)"
E01001123,A,"N = 23,924 (72%)"
E01001124,A,"N = 23,924 (72%)"
E01001125,A,"N = 23,924 (72%)"
E01001126,A,"N = 23,924 (72%)"
E01001127,A,"N = 23,924 (72%)"
E01001128,A,"N = 23,924 (72%)"
E01001129,A,"N = 23,924 (72%)"
E01001130,A,"N = 23,924 (72%)"
E01001131,A,"N = 23,924 (72%)"
E01001132,A,"N = 23,924 (72%)"
E01001133,A,"N = 23,924 (72%)"
E01001134,A,"N = 23,924 (72%)"
E01001135,A,"N = 23,924 (72%)"
E01001136,B,"N = 8,124 (26%)"
E01001137,B,"N = 8,124 (26%)"
E01001138,A,"N = 23,924 (72%)"
E01001139,B,"N = 8,124 (26%)"
E01001140,A,"N = 23,924 (72%)"
E01001141,A,"N = 23,924 (72%)"
E01001142,B,"N = 8,124 (26%)"
E01001143,B,"N = 8,124 (26%)"
E01001144,A,"N = 23,924 (72%)"
E01001145,B,"N = 8,124 (26%)"
E01001146,A,"N = 23,924 (72%)"
E01001147,B,"N = 8,124 (26%)"
E01001148,A,"N = 23,924 (72%)"
E01001149,A,"N = 23,924 (72%)"
E01001150,A,"N = 23,924 (72%)"
E01001151,B,"N = 8,124 (26%)"
E01001152,B,"N = 8,124 (26%)"
E01001153,B,"N = 8,124 (26%)"
E01001154,B,"N = 8,124 (26%)"
E01001155,C,"N = 5,664 (3%)"
E01001156,A,"N = 23,924 (72%)"
E01001157,A,"N = 23,924 (72%)"
E01001158,A,"N = 23,924 (72%)"
E01001159,B,"N = 8,124 (26%)"
E01001160,B,"N = 8,124 (26%)"
E01001161,B,"N = 8,124 (26%)"
E01001162,A,"N = 23,924 (72%)"
E01001163,A,"N = 23,924 (72%)"
E01001164,B,"N = 8,124 (26%)"
E01001165,B,"N = 8,124 (26%)"
E01001166,B,"N = 8,124 (26%)"
E01001167,B,"N = 8,124 (26%)"
E01001168,B,"N = 8,124 (26%)"
E01001169,A,"N = 23,924 (72%)"
E01001170,B,"N = 8,124 (26%)"
E01001171,A,"N = 23,924 (72%)"
E01001172,B,"N = 8,124 (26%)"
E01001173,B,"N = 8,124 (26%)"
E01001174,A,"N = 23,924 (72%)"
E01001175,B,"N = 8,124 (26%)"
E01001176,B,"N = 8,124 (26%)"
E01001177,B,"N = 8,124 (26%)"
E01001178,C,"N = 5,664 (3%)"
E01001179,A,"N = 23,924 (72%)"
E01001180,B,"N = 8,124 (26%)"
E01001181,B,"N = 8,124 (26%)"
E01001182,B,"N = 8,124 (26%)"
E01001183,B,"N = 8,124 (26%)"
E01001184,A,"N = 23,924 (72%)"
E01001185,A,"N = 23,924 (72%)"
E01001186,A,"N = 23,924 (72%)"
E01001187,B,"N = 8,124 (26%)"
E01001188,A,"N = 23,924 (72%)"
E01001189,A,"N = 23,924 (72%)"
E01001190,A,"N = 23,924 (72%)"
E01001191,B,"N = 8,124 (26%)"
E01001192,B,"N = 8,124 (26%)"
E01001193,A,"N = 23,924 (72%)"
E01001194,A,"N = 23,924 (72%)"
E01001195,A,"N = 23,924 (72%)"
E01001196,B,"N = 8,124 (26%)"
E01001197,A,"N = 23,924 (72%)"
E01001198,A,"N = 23,924 (72%)"
E01001199,A,"N = 23,924 (72%)"
E01001200,A,"N = 23,924 (72%)"
E01001201,A,"N = 23,924 (72%)"
E01001202,B,"N = 8,124 (26%)"
E01001203,B,"N = 8,124 (26%)"
E01001204,A,"N = 23,924 (72%)"
E01001205,A,"N = 23,924 (72%)"
E01001206,A,"N = 23,924 (72%)"
E01001207,B,"N = 8,124 (26%)"
E01001208,A,"N = 23,924 (72%)"
E01001209,A,"N = 23,924 (72%)"
E01001210,A,"N = 23,924 (72%)"
E01001211,A,"N = 23,924 (72%)"
E01001212,A,"N = 23,924 (72%)"
E01001213,B,"N = 8,124 (26%)"
E01001214,A,"N = 23,924 (72%)"
E01001215,A,"N = 23,924 (72%)"
E01001216,A,"N = 23,924 (72%)"
E01001217,A,"N = 23,924 (72%)"
E01001218,A,"N = 23,924 (72%)"
E01001219,A,"N = 23,924 (72%)"
E01001220,B,"N = 8,124 (26%)"
E01001221,C,"N = 5,664 (3%)"
E01001222,B,"N = 8,124 (26%)"
E01001223,A,"N = 23,924 (72%)"
E01001224,A,"N = 23,924 (72%)"
E01001225,B,"N = 8,124 (26%)"
E01001226,A,"N = 23,924 (72%)"
E01001227,A,"N = 23,924 (72%)"
E01001228,A,"N = 23,924 (72%)"
E01001229,A,"N = 23,924 (72%)"
E01001230,B,"N = 8,124 (26%)"
E01001231,B,"N = 8,124 (26%)"
E01001232,A,"N = 23,924 (72%)"
E01001233,A,"N = 23,924 (72%)"
E01001234,B,"N = 8,124 (26%)"
E01001235,A,"N = 23,924 (72%)"
E01001236,A,"N = 23,924 (72%)"
E01001237,A,"N = 23,924 (72%)"
E01001238,B,"N = 8,124 (26%)"
E01001239,A,"N = 23,924 (72%)"
E01001240,A,"N = 23,924 (72%)"
E01001241,A,"N = 23,924 (72%)"
E01001242,A,"N = 23,924 (72%)"
E01001243,A,"N = 23,924 (72%)"
E01001244,A,"N = 23,924 (72%)"
E01001245,B,"N = 8,124 (26%)"
E01001246,C,"N = 5,664 (3%)"
E01001247,C,"N = 5,664 (3%)"
E01001248,A,"N = 23,924 (72%)"
E01001249,C,"N = 5,664 (3%)"
E01001250,B,"N = 8,124 (26%)"
E01001251,A,"N = 23,924 (72%)"
E01001252,B,"N = 8,124 (26%)"
E01001253,A,"N = 23,924 (72%)"
E01001254,A,"N = 23,924 (72%)"
E01001255,A,"N = 23,924 (72%)"
E01001257,B,"N = 8,124 (26%)"
E01001258,A,"N = 23,924 (72%)"
E01001259,A,"N = 23,924 (72%)"
E01001260,A,"N = 23,924 (72%)"
E01001261,B,"N = 8,124 (26%)"
E01001262,A,"N = 23,924 (72%)"
E01001263,B,"N = 8,124 (26%)"
E01001264,A,"N = 23,924 (72%)"
E01001265,A,"N = 23,924 (72%)"
E01001266,B,"N = 8,124 (26%)"
E01001267,B,"N = 8,124 (26%)"
E01001268,A,"N = 23,924 (72%)"
E01001269,A,"N = 23,924 (72%)"
E01001270,A,"N = 23,924 (72%)"
E01001271,A,"N = 23,924 (72%)"
E01001272,B,"N = 8,124 (26%)"
E01001273,A,"N = 23,924 (72%)"
E01001274,A,"N = 23,924 (72%)"
E01001275,A,"N = 23,924 (72%)"
E01001276,B,"N = 8,124 (26%)"
E01001277,B,"N = 8,124 (26%)"
E01001278,B,"N = 8,124 (26%)"
E01001279,A,"N = 23,924 (72%)"
E01001280,A,"N = 23,924 (72%)"
E01001281,A,"N = 23,924 (72%)"
E01001282,A,"N = 23,924 (72%)"
E01001283,B,"N = 8,124 (26%)"
E01001284,A,"N = 23,924 (72%)"
E01001285,A,"N = 23,924 (72%)"
E01001286,A,"N = 23,924 (72%)"
E01001287,A,"N = 23,924 (72%)"
E01001288,A,"N = 23,924 (72%)"
E01001289,A,"N = 23,924 (72%)"
E01001290,A,"N = 23,924 (72%)"
E01001291,A,"N = 23,924 (72%)"
E01001292,A,"N = 23,924 (72%)"
E01001293,A,"N = 23,924 (72%)"
E01001294,A,"N = 23,924 (72%)"
E01001295,A,"N = 23,924 (72%)"
E01001296,A,"N = 23,924 (72%)"
E01001297,A,"N = 23,924 (72%)"
E01001298,A,"N = 23,924 (72%)"
E01001299,A,"N = 23,924 (72%)"
E01001300,A,"N = 23,924 (72%)"
E01001301,A,"N = 23,924 (72%)"
E01001302,A,"N = 23,924 (72%)"
E01001303,A,"N = 23,924 (72%)"
E01001304,A,"N = 23,924 (72%)"
E01001305,A,"N = 23,924 (72%)"
E01001306,A,"N = 23,924 (72%)"
E01001307,A,"N = 23,924 (72%)"
E01001308,A,"N = 23,924 (72%)"
E01001309,A,"N = 23,924 (72%)"
E01001310,A,"N = 23,924 (72%)"
E01001311,A,"N = 23,924 (72%)"
E01001312,A,"N = 23,924 (72%)"
E01001313,A,"N = 23,924 (72%)"
E01001314,A,"N = 23,924 (72%)"
E01001315,A,"N = 23,924 (72%)"
E01001316,A,"N = 23,924 (72%)"
E01001317,A,"N = 23,924 (72%)"
E01001318,A,"N = 23,924 (72%)"
E01001319,A,"N = 23,924 (72%)"
E01001320,A,"N = 23,924 (72%)"
E01001321,A,"N = 23,924 (72%)"
E01001322,B,"N = 8,124 (26%)"
E01001323,B,"N = 8,124 (26%)"
E01001324,A,"N = 23,924 (72%)"
E01001325,A,"N = 23,924 (72%)"
E01001326,B,"N = 8,124 (26%)"
E01001327,B,"N = 8,124 (26%)"
E01001328,A,"N = 23,924 (72%)"
E01001329,A,"N = 23,924 (72%)"
E01001330,B,"N = 8,124 (26%)"
E01001331,A,"N = 23,924 (72%)"
E01001332,B,"N = 8,124 (26%)"
E01001333,B,"N = 8,124 (26%)"
E01001334,A,"N = 23,924 (72%)"
E01001335,A,"N = 23,924 (72%)"
E01001336,A,"N = 23,924 (72%)"
E01001337,C,"N = 5,664 (3%)"
E01001338,B,"N = 8,124 (26%)"
E01001339,A,"N = 23,924 (72%)"
E01001340,A,"N = 23,924 (72%)"
E01001341,A,"N = 23,924 (72%)"
E01001342,A,"N = 23,924 (72%)"
E01001343,A,"N = 23,924 (72%)"
E01001344,B,"N = 8,124 (26%)"
E01001345,A,"N = 23,924 (72%)"
E01001346,A,"N = 23,924 (72%)"
E01001347,B,"N = 8,124 (26%)"
E01001348,B,"N = 8,124 (26%)"
E01001349,A,"N = 23,924 (72%)"
E01001350,A,"N = 23,924 (72%)"
E01001351,C,"N = 5,664 (3%)"
